,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
28314,INN28315,3,0,0,2,Meal Plan 1,0,Room_Type 4,15,2018,4,26,Online,0,0,0,152.0,2,Not_Canceled
1474,INN01475,2,0,0,3,Meal Plan 1,0,Room_Type 1,159,2018,8,2,Offline,0,0,0,82.44,1,Not_Canceled
35229,INN35230,2,0,0,4,Meal Plan 1,0,Room_Type 1,259,2018,10,5,Offline,0,0,0,89.0,0,Canceled
1489,INN01490,2,0,2,0,Not Selected,0,Room_Type 1,1,2018,11,13,Online,0,0,0,95.0,0,Canceled
2107,INN02108,2,1,1,2,Meal Plan 1,0,Room_Type 6,64,2018,11,18,Online,0,0,0,162.4,1,Not_Canceled
6895,INN06896,2,0,0,3,Meal Plan 1,0,Room_Type 4,73,2018,11,17,Online,0,0,0,102.6,1,Not_Canceled
28722,INN28723,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,70.0,0,Canceled
24715,INN24716,2,1,0,1,Meal Plan 1,0,Room_Type 1,1,2018,8,17,Online,0,0,0,109.8,0,Not_Canceled
27495,INN27496,2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2018,7,6,Online,0,0,0,127.8,0,Canceled
16843,INN16844,2,0,1,5,Meal Plan 1,1,Room_Type 1,3,2018,3,7,Online,0,0,0,114.67,0,Not_Canceled
22555,INN22556,2,0,1,2,Meal Plan 1,0,Room_Type 1,51,2018,12,5,Online,0,0,0,108.0,2,Not_Canceled
4471,INN04472,2,0,2,3,Meal Plan 1,0,Room_Type 1,144,2018,9,23,Online,0,0,0,129.6,2,Not_Canceled
15356,INN15357,1,0,1,1,Meal Plan 1,0,Room_Type 1,66,2018,4,2,Online,0,0,0,88.2,0,Canceled
35873,INN35874,2,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,87.0,0,Not_Canceled
15678,INN15679,2,0,1,0,Meal Plan 1,0,Room_Type 4,70,2018,7,31,Online,0,0,0,127.8,0,Canceled
14722,INN14723,2,0,1,1,Meal Plan 1,0,Room_Type 2,1,2018,1,4,Online,0,0,0,74.25,1,Not_Canceled
11211,INN11212,2,1,0,4,Meal Plan 1,0,Room_Type 2,11,2017,9,8,Offline,0,0,0,78.94,2,Not_Canceled
35103,INN35104,2,1,0,1,Not Selected,0,Room_Type 1,5,2018,8,17,Online,0,0,0,84.96,1,Not_Canceled
31599,INN31600,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90.0,0,Not_Canceled
2681,INN02682,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Online,0,0,0,94.5,0,Canceled
30221,INN30222,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
23591,INN23592,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Offline,0,0,0,105.0,0,Canceled
25420,INN25421,2,0,2,0,Meal Plan 1,0,Room_Type 4,3,2017,12,6,Offline,0,0,0,78.2,0,Not_Canceled
36167,INN36168,2,0,1,4,Meal Plan 1,0,Room_Type 1,18,2018,6,13,Online,0,0,0,94.4,1,Not_Canceled
24996,INN24997,2,0,1,2,Meal Plan 2,0,Room_Type 2,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
17229,INN17230,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled
27642,INN27643,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,9,14,Offline,0,0,0,111.2,0,Not_Canceled
24954,INN24955,2,1,2,1,Meal Plan 1,0,Room_Type 1,68,2018,10,8,Online,0,0,0,135.0,3,Not_Canceled
15261,INN15262,2,0,0,3,Meal Plan 1,0,Room_Type 1,90,2018,8,31,Online,0,0,0,129.9,2,Not_Canceled
3909,INN03910,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2017,9,25,Online,0,0,0,200.0,2,Not_Canceled
24096,INN24097,3,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,3,17,Online,0,0,0,127.0,2,Not_Canceled
20777,INN20778,3,0,0,1,Meal Plan 1,0,Room_Type 1,72,2018,5,13,Online,0,0,0,159.3,0,Canceled
8413,INN08414,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,23,Online,0,0,0,90.78,0,Not_Canceled
20348,INN20349,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
23126,INN23127,2,0,2,1,Meal Plan 1,0,Room_Type 4,51,2017,11,14,Offline,0,0,0,60.0,0,Not_Canceled
34275,INN34276,2,0,2,5,Meal Plan 1,0,Room_Type 1,18,2018,3,3,Online,0,0,0,61.15,0,Not_Canceled
21074,INN21075,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65.0,0,Not_Canceled
23006,INN23007,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled
34555,INN34556,2,0,0,2,Meal Plan 1,0,Room_Type 4,85,2018,5,26,Online,0,0,0,140.4,0,Canceled
34945,INN34946,2,0,2,1,Meal Plan 1,0,Room_Type 1,37,2018,9,10,Offline,0,0,0,85.5,0,Not_Canceled
4064,INN04065,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,2018,2,13,Offline,0,0,0,85.0,0,Not_Canceled
15751,INN15752,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,10,6,Online,0,0,0,114.0,2,Not_Canceled
19759,INN19760,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90.0,0,Not_Canceled
28966,INN28967,2,0,2,5,Meal Plan 1,0,Room_Type 1,167,2018,9,29,Online,0,0,0,114.04,1,Canceled
9808,INN09809,1,0,0,3,Not Selected,0,Room_Type 1,41,2018,12,21,Online,0,0,0,79.2,1,Not_Canceled
27566,INN27567,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2017,9,21,Offline,0,0,0,48.0,0,Canceled
13795,INN13796,2,0,1,3,Meal Plan 1,0,Room_Type 1,57,2018,6,20,Online,0,0,0,94.5,0,Canceled
7655,INN07656,2,2,0,1,Not Selected,0,Room_Type 6,3,2017,8,13,Online,0,0,0,153.0,0,Not_Canceled
4876,INN04877,2,0,0,2,Meal Plan 1,0,Room_Type 4,82,2018,5,17,Online,0,0,0,149.4,0,Not_Canceled
18176,INN18177,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2018,9,8,Online,0,0,0,130.0,1,Not_Canceled
29122,INN29123,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
31231,INN31232,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2018,3,20,Corporate,1,0,17,65.0,1,Not_Canceled
20966,INN20967,2,0,2,1,Not Selected,0,Room_Type 1,115,2018,10,23,Online,0,0,0,98.7,0,Not_Canceled
11168,INN11169,2,0,2,2,Meal Plan 1,0,Room_Type 1,247,2018,10,28,Online,0,0,0,70.03,1,Canceled
599,INN00600,2,0,1,2,Meal Plan 1,0,Room_Type 1,85,2018,6,20,Online,0,0,0,126.9,0,Canceled
22983,INN22984,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
9662,INN09663,2,0,0,2,Not Selected,0,Room_Type 1,36,2018,10,20,Online,0,0,0,119.5,2,Not_Canceled
16178,INN16179,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,Canceled
10766,INN10767,2,0,0,1,Meal Plan 1,0,Room_Type 1,24,2017,11,5,Complementary,0,0,0,0.0,1,Not_Canceled
25180,INN25181,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
35818,INN35819,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91.0,0,Not_Canceled
28268,INN28269,2,0,0,1,Meal Plan 1,1,Room_Type 4,45,2018,9,9,Online,0,0,0,149.4,1,Not_Canceled
29899,INN29900,2,0,3,9,Meal Plan 1,0,Room_Type 1,0,2017,8,19,Online,0,0,0,106.84,2,Not_Canceled
28900,INN28901,2,0,2,3,Meal Plan 1,0,Room_Type 1,6,2018,6,26,Online,0,0,0,103.64,0,Canceled
17403,INN17404,2,0,2,1,Not Selected,0,Room_Type 1,100,2018,7,23,Online,0,0,0,94.5,1,Not_Canceled
20591,INN20592,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,6,14,Corporate,1,1,7,65.0,1,Not_Canceled
6819,INN06820,2,0,0,2,Meal Plan 1,1,Room_Type 1,19,2017,12,16,Online,0,0,0,96.0,0,Not_Canceled
8013,INN08014,1,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,5,18,Offline,0,0,0,62.0,0,Not_Canceled
4255,INN04256,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Online,0,0,0,100.0,0,Canceled
17432,INN17433,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
13572,INN13573,1,0,0,3,Not Selected,0,Room_Type 1,29,2018,4,14,Online,0,0,0,102.0,1,Not_Canceled
28727,INN28728,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,5,30,Corporate,1,0,3,65.0,0,Not_Canceled
11666,INN11667,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
35726,INN35727,1,0,2,3,Not Selected,0,Room_Type 1,16,2018,11,6,Online,0,0,0,155.6,2,Not_Canceled
34167,INN34168,2,0,1,3,Meal Plan 1,0,Room_Type 4,25,2017,9,21,Online,0,0,0,90.98,1,Not_Canceled
23312,INN23313,1,0,0,3,Meal Plan 1,0,Room_Type 1,163,2018,10,5,Offline,0,0,0,100.8,0,Canceled
24222,INN24223,2,0,1,3,Not Selected,0,Room_Type 1,39,2018,5,12,Online,0,0,0,116.1,0,Canceled
30354,INN30355,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
18479,INN18480,3,0,0,3,Meal Plan 1,0,Room_Type 1,54,2018,4,5,Offline,0,0,0,105.0,1,Not_Canceled
32175,INN32176,2,0,1,4,Meal Plan 1,0,Room_Type 1,143,2018,8,31,Online,0,0,0,101.31,1,Not_Canceled
16354,INN16355,2,1,2,0,Meal Plan 1,0,Room_Type 4,75,2018,10,2,Online,0,0,0,96.78,1,Not_Canceled
27804,INN27805,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
31715,INN31716,3,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,8,6,Offline,0,0,0,86.36,0,Canceled
9800,INN09801,2,0,0,2,Not Selected,0,Room_Type 1,14,2018,2,12,Online,0,0,0,79.0,0,Not_Canceled
23492,INN23493,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120.0,0,Not_Canceled
14082,INN14083,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Online,0,0,0,135.0,0,Canceled
10988,INN10989,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
721,INN00722,2,0,2,3,Meal Plan 1,0,Room_Type 1,11,2018,2,13,Offline,0,0,0,85.0,0,Not_Canceled
10760,INN10761,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,18,Online,0,0,0,109.0,0,Not_Canceled
5007,INN05008,2,0,0,2,Meal Plan 1,0,Room_Type 1,37,2017,9,16,Online,0,0,0,94.5,0,Not_Canceled
35515,INN35516,2,0,2,4,Meal Plan 1,0,Room_Type 1,115,2018,6,11,Online,0,0,0,119.85,1,Not_Canceled
8180,INN08181,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,10,3,Corporate,0,0,0,89.0,0,Not_Canceled
18697,INN18698,2,0,4,6,Meal Plan 1,0,Room_Type 4,27,2018,6,12,Online,0,0,0,132.24,0,Canceled
20290,INN20291,2,0,2,4,Not Selected,0,Room_Type 1,5,2018,11,17,Online,0,0,0,79.33,0,Canceled
23108,INN23109,2,0,0,4,Meal Plan 1,0,Room_Type 4,21,2018,12,28,Online,0,0,0,129.58,0,Not_Canceled
33370,INN33371,2,0,1,2,Not Selected,0,Room_Type 1,24,2018,5,2,Online,0,0,0,129.0,1,Not_Canceled
10561,INN10562,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,76.67,0,Not_Canceled
28490,INN28491,2,0,1,3,Meal Plan 1,0,Room_Type 4,2,2018,10,10,Online,0,0,0,175.0,0,Not_Canceled
9467,INN09468,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
11566,INN11567,3,0,3,5,Meal Plan 1,0,Room_Type 4,77,2018,7,3,Online,0,0,0,149.4,2,Not_Canceled
24792,INN24793,2,0,2,3,Meal Plan 1,0,Room_Type 4,61,2018,9,11,Online,0,0,0,149.4,1,Not_Canceled
23772,INN23773,2,0,1,2,Meal Plan 1,0,Room_Type 1,59,2018,8,5,Online,0,0,0,104.64,1,Not_Canceled
10101,INN10102,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,6,10,Offline,0,0,0,90.67,0,Not_Canceled
30190,INN30191,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,5,23,Corporate,0,0,0,65.0,0,Not_Canceled
30012,INN30013,1,0,0,2,Meal Plan 1,0,Room_Type 6,2,2018,9,14,Corporate,0,0,0,159.07,0,Not_Canceled
1595,INN01596,2,0,2,2,Not Selected,0,Room_Type 1,6,2018,4,3,Offline,0,0,0,85.0,0,Not_Canceled
26093,INN26094,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,10,Online,0,0,0,83.0,0,Not_Canceled
6498,INN06499,1,0,1,2,Meal Plan 1,1,Room_Type 1,7,2018,5,23,Corporate,1,3,33,67.0,0,Not_Canceled
17603,INN17604,1,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,5,2,Online,0,0,0,120.0,0,Not_Canceled
2608,INN02609,2,0,1,1,Meal Plan 2,0,Room_Type 1,145,2018,10,22,Online,0,0,0,153.0,0,Canceled
30937,INN30938,1,0,2,5,Meal Plan 1,0,Room_Type 1,180,2017,8,16,Online,0,0,0,49.74,0,Canceled
5279,INN05280,2,0,2,2,Meal Plan 1,0,Room_Type 4,107,2018,11,6,Online,0,0,0,117.28,0,Not_Canceled
35508,INN35509,1,0,2,1,Meal Plan 1,0,Room_Type 1,72,2018,4,3,Online,0,0,0,76.5,0,Canceled
25231,INN25232,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2018,4,26,Offline,0,0,0,77.04,0,Not_Canceled
4187,INN04188,2,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,3,11,Offline,0,0,0,84.33,1,Not_Canceled
784,INN00785,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,10,22,Online,0,0,0,160.0,0,Canceled
5034,INN05035,2,0,0,1,Meal Plan 1,0,Room_Type 1,236,2017,10,3,Online,0,0,0,89.25,0,Canceled
16597,INN16598,2,0,1,4,Meal Plan 1,0,Room_Type 4,56,2018,10,17,Online,0,0,0,139.5,0,Canceled
2959,INN02960,2,0,0,3,Not Selected,0,Room_Type 1,128,2018,8,3,Online,0,0,0,94.5,1,Not_Canceled
22245,INN22246,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52.0,0,Canceled
34247,INN34248,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
8721,INN08722,1,0,0,2,Meal Plan 1,0,Room_Type 4,8,2018,5,10,Online,0,0,0,108.57,1,Canceled
28804,INN28805,2,0,0,3,Meal Plan 1,0,Room_Type 1,86,2017,12,30,Online,0,0,0,81.86,1,Not_Canceled
13220,INN13221,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,4,21,Online,0,0,0,101.0,1,Not_Canceled
21345,INN21346,1,0,2,3,Meal Plan 1,0,Room_Type 4,36,2018,9,11,Corporate,0,0,0,110.0,0,Not_Canceled
452,INN00453,2,0,2,1,Meal Plan 1,0,Room_Type 1,52,2018,11,19,Online,0,0,0,93.6,2,Not_Canceled
17026,INN17027,2,0,1,0,Meal Plan 1,0,Room_Type 1,52,2018,3,6,Online,0,0,0,80.3,1,Not_Canceled
184,INN00185,2,0,1,5,Meal Plan 1,0,Room_Type 1,196,2018,8,22,Online,0,0,0,99.45,0,Canceled
9387,INN09388,2,0,2,1,Not Selected,0,Room_Type 1,1,2018,12,10,Online,0,0,0,90.33,1,Not_Canceled
18712,INN18713,2,0,1,2,Not Selected,0,Room_Type 1,97,2018,4,25,Online,0,0,0,85.5,0,Not_Canceled
12338,INN12339,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,12,2,Corporate,1,0,5,74.0,0,Not_Canceled
33809,INN33810,2,1,1,4,Meal Plan 1,0,Room_Type 4,67,2018,2,22,Online,0,0,0,82.99,3,Not_Canceled
8106,INN08107,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2017,12,6,Offline,0,0,0,58.0,0,Not_Canceled
16259,INN16260,2,0,0,2,Meal Plan 1,0,Room_Type 1,74,2017,9,15,Online,0,0,0,89.25,3,Not_Canceled
19335,INN19336,2,0,0,2,Not Selected,0,Room_Type 1,11,2018,4,15,Online,0,0,0,115.0,0,Not_Canceled
15080,INN15081,2,0,0,3,Meal Plan 1,0,Room_Type 4,52,2017,11,19,Offline,0,0,0,60.0,1,Not_Canceled
25296,INN25297,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,2,4,Online,0,0,0,93.0,1,Not_Canceled
28830,INN28831,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
9393,INN09394,1,0,0,2,Meal Plan 1,0,Room_Type 1,46,2018,11,4,Offline,0,0,0,67.5,0,Not_Canceled
23637,INN23638,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,12,1,Online,0,0,0,96.0,1,Not_Canceled
17864,INN17865,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
4603,INN04604,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,10,24,Corporate,1,5,49,65.0,2,Not_Canceled
21105,INN21106,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled
13172,INN13173,2,0,0,5,Meal Plan 1,0,Room_Type 1,129,2018,8,9,Online,0,0,0,83.61,2,Not_Canceled
27536,INN27537,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,19,Corporate,1,1,1,65.0,0,Not_Canceled
7487,INN07488,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Not_Canceled
34552,INN34553,2,0,2,0,Meal Plan 1,0,Room_Type 1,18,2017,12,6,Online,0,0,0,107.0,0,Not_Canceled
1784,INN01785,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,Not_Canceled
16068,INN16069,2,0,0,1,Meal Plan 2,0,Room_Type 1,48,2017,9,11,Offline,0,0,0,104.0,0,Not_Canceled
7337,INN07338,2,0,0,3,Not Selected,0,Room_Type 1,135,2018,8,9,Online,0,0,0,103.5,1,Not_Canceled
11946,INN11947,2,1,2,5,Meal Plan 1,0,Room_Type 4,118,2018,5,1,Online,0,0,0,107.95,3,Not_Canceled
30873,INN30874,2,2,1,3,Meal Plan 1,0,Room_Type 6,13,2017,9,14,Online,0,0,0,174.0,4,Not_Canceled
25684,INN25685,2,0,2,1,Meal Plan 1,0,Room_Type 1,31,2018,1,2,Offline,0,0,0,69.0,0,Not_Canceled
11427,INN11428,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2018,5,9,Offline,0,0,0,75.0,1,Not_Canceled
260,INN00261,3,0,1,1,Meal Plan 1,0,Room_Type 4,1,2018,6,11,Online,0,0,0,166.0,3,Not_Canceled
13340,INN13341,2,0,0,1,Meal Plan 1,0,Room_Type 4,65,2018,4,23,Online,0,0,0,118.8,1,Not_Canceled
25071,INN25072,3,0,0,4,Meal Plan 1,0,Room_Type 4,86,2018,7,27,Online,0,0,0,139.95,0,Canceled
3190,INN03191,3,0,1,1,Meal Plan 1,0,Room_Type 4,47,2018,7,2,Online,0,0,0,150.3,1,Canceled
17397,INN17398,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
33228,INN33229,1,0,0,2,Meal Plan 1,0,Room_Type 1,20,2018,4,12,Offline,0,0,0,90.0,0,Not_Canceled
12626,INN12627,3,0,1,2,Meal Plan 1,0,Room_Type 4,83,2018,11,4,Online,0,0,0,122.4,2,Not_Canceled
12467,INN12468,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
30377,INN30378,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,Not_Canceled
7651,INN07652,2,0,0,3,Meal Plan 1,0,Room_Type 4,76,2018,5,12,Online,0,0,0,140.4,1,Not_Canceled
7184,INN07185,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,25,Corporate,0,0,0,59.0,0,Not_Canceled
7261,INN07262,1,0,1,2,Meal Plan 1,0,Room_Type 4,3,2018,10,7,Aviation,0,0,0,110.0,0,Canceled
25989,INN25990,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,62.8,0,Canceled
20349,INN20350,1,0,2,1,Meal Plan 1,0,Room_Type 1,3,2018,9,18,Offline,0,0,0,135.15,0,Not_Canceled
461,INN00462,2,0,2,2,Meal Plan 1,0,Room_Type 4,147,2018,7,1,Online,0,0,0,103.7,2,Not_Canceled
25352,INN25353,2,0,1,1,Meal Plan 1,0,Room_Type 1,16,2017,8,29,Online,0,0,0,90.0,2,Not_Canceled
24864,INN24865,2,2,0,1,Meal Plan 1,0,Room_Type 6,4,2018,7,15,Online,0,0,0,231.0,1,Not_Canceled
12057,INN12058,2,0,2,0,Meal Plan 1,0,Room_Type 4,77,2018,5,1,Online,0,0,0,140.4,0,Not_Canceled
23132,INN23133,2,0,1,2,Not Selected,0,Room_Type 1,13,2018,4,25,Online,0,0,0,109.0,0,Canceled
29864,INN29865,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,7,Online,0,0,0,149.0,0,Canceled
31976,INN31977,2,0,0,3,Meal Plan 1,0,Room_Type 4,78,2018,12,27,Online,0,0,0,114.9,2,Not_Canceled
19105,INN19106,2,0,0,2,Meal Plan 1,0,Room_Type 1,158,2018,11,25,Online,0,0,0,90.0,1,Canceled
23437,INN23438,2,0,2,2,Not Selected,0,Room_Type 1,117,2018,5,13,Online,0,0,0,99.45,1,Not_Canceled
7462,INN07463,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,75.0,0,Not_Canceled
19076,INN19077,3,0,1,3,Meal Plan 1,0,Room_Type 1,32,2018,3,31,Online,0,0,0,150.3,0,Canceled
19961,INN19962,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,2018,9,10,Offline,0,0,0,109.0,1,Not_Canceled
25325,INN25326,2,0,0,3,Meal Plan 1,0,Room_Type 4,22,2017,10,13,Offline,0,0,0,75.0,0,Not_Canceled
5681,INN05682,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,6,10,Offline,0,0,0,130.0,1,Not_Canceled
6320,INN06321,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Online,0,0,0,95.0,0,Canceled
12958,INN12959,2,0,0,2,Not Selected,0,Room_Type 2,107,2018,6,14,Online,0,0,0,116.1,0,Canceled
14263,INN14264,2,1,1,2,Meal Plan 1,1,Room_Type 1,81,2018,7,18,Online,0,0,0,130.5,2,Not_Canceled
15131,INN15132,2,0,1,0,Not Selected,0,Room_Type 1,29,2018,8,8,Online,0,0,0,139.0,1,Not_Canceled
2182,INN02183,2,0,2,5,Meal Plan 1,0,Room_Type 2,108,2018,4,2,Online,0,0,0,74.89,0,Not_Canceled
4559,INN04560,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120.0,0,Canceled
30320,INN30321,2,0,0,2,Not Selected,0,Room_Type 1,2,2018,11,25,Online,0,0,0,95.0,0,Not_Canceled
32625,INN32626,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,2,27,Online,0,0,0,80.0,1,Not_Canceled
17336,INN17337,1,0,2,1,Not Selected,0,Room_Type 1,73,2018,4,3,Online,0,0,0,76.5,1,Not_Canceled
31701,INN31702,1,0,0,3,Meal Plan 1,1,Room_Type 1,7,2018,8,23,Corporate,0,0,0,67.0,1,Not_Canceled
25376,INN25377,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106.0,0,Canceled
18804,INN18805,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled
12355,INN12356,2,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,1,23,Online,0,0,0,80.3,0,Not_Canceled
22525,INN22526,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,7,21,Corporate,0,0,0,67.0,0,Not_Canceled
33894,INN33895,2,0,2,2,Meal Plan 1,0,Room_Type 1,14,2018,4,29,Online,0,0,0,147.5,0,Canceled
11352,INN11353,2,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,9,15,Online,0,0,0,135.9,1,Not_Canceled
36154,INN36155,2,0,1,1,Meal Plan 1,0,Room_Type 1,110,2018,5,9,Online,0,0,0,105.3,0,Canceled
29227,INN29228,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,2,20,Online,0,0,0,93.0,0,Not_Canceled
186,INN00187,2,0,1,3,Meal Plan 1,0,Room_Type 1,189,2018,8,8,Offline,0,0,0,72.25,0,Not_Canceled
29202,INN29203,1,1,2,5,Meal Plan 1,0,Room_Type 1,209,2018,8,21,Online,0,0,0,106.25,0,Canceled
19294,INN19295,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Offline,0,0,0,120.0,0,Canceled
2585,INN02586,2,0,2,4,Meal Plan 1,0,Room_Type 2,15,2018,1,28,Online,0,0,0,77.88,0,Not_Canceled
33889,INN33890,1,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,5,16,Corporate,0,0,0,93.0,0,Not_Canceled
27618,INN27619,2,0,0,2,Meal Plan 1,0,Room_Type 1,158,2018,7,8,Online,0,0,0,114.3,2,Canceled
6620,INN06621,2,0,2,2,Not Selected,0,Room_Type 1,35,2018,5,22,Online,0,0,0,98.1,0,Canceled
12901,INN12902,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,19,Corporate,1,1,0,65.0,0,Not_Canceled
31347,INN31348,3,0,1,2,Meal Plan 1,0,Room_Type 4,78,2018,4,11,Online,0,0,0,128.7,2,Not_Canceled
